Date,XST.TO,XFN.TO,XEG.TO,XRE.TO,XIT.TO,XIC.TO,XGD.TO, XUT.TO ,XHC.TO,XQQ.TO,BTC-CAD,,,,,,,,,,
1/25/2017, $52.75 , $36.42 , $13.35 , $15.94 , $13.86 , $24.80 , $13.17 , $21.91 , $38.56 ,42.25,1178.044922,,,,,,,,,,
1/26/2017, $52.45 , $36.55 , $13.25 , $15.95 , $13.95 , $24.76 , $12.91 , $21.83 , $38.54 ,42.32,1201.120117,,,,,,,,,,
1/27/2017, $52.36 , $36.49 , $13.12 , $15.86 , $14.07 , $24.69 , $13.07 , $21.76 , $38.70 ,42.360001,1209.103394,,,,,,,,,,
1/30/2017, $52.10 , $36.25 , $12.81 , $15.77 , $13.80 , $24.44 , $13.06 , $21.56 , $38.49 ,42.049999,1205.884521,,,,,,,,,,
1/31/2017, $51.88 , $36.03 , $12.81 , $15.93 , $13.73 , $24.40 , $13.36 , $21.93 , $38.88 ,41.830002,1265.308472,,,,,,,,,,
2/1/2017, $51.51 , $36.09 , $12.86 , $15.83 , $13.70 , $24.43 , $13.38 , $21.74 , $39.10 ,42.279999,1290.378296,,,,,,,,,,
2/2/2017, $51.39 , $35.95 , $12.91 , $16.00 , $13.66 , $24.42 , $13.62 , $21.83 , $39.00 ,42.169998,1317.970703,,,,,,,,,,
2/3/2017, $51.40 , $36.22 , $12.89 , $16.04 , $13.72 , $24.54 , $13.66 , $21.92 , $39.33 ,42.259998,1341.148804,,,,,,,,,,
2/6/2017, $51.08 , $36.22 , $12.60 , $16.09 , $13.67 , $24.53 , $14.26 , $21.91 , $39.29 ,42.34,1358.315552,,,,,,,,,,
2/7/2017, $51.30 , $36.44 , $12.49 , $16.09 , $13.77 , $24.58 , $14.27 , $22.02 , $39.42 ,42.5,1399.814453,,,,,,,,,,
2/8/2017, $51.60 , $36.50 , $12.51 , $16.25 , $13.76 , $24.67 , $14.43 , $22.15 , $39.42 ,42.66,1397.511719,,,,,,,,,,
2/9/2017, $51.87 , $36.72 , $12.81 , $16.19 , $13.82 , $24.77 , $14.13 , $22.15 , $39.77 ,42.799999,1306.320923,,,,,,,,,,
2/10/2017, $52.32 , $36.89 , $12.94 , $16.28 , $13.95 , $24.95 , $14.24 , $22.15 , $39.85 ,42.939999,1292.987915,,,,,,,,,,
2/13/2017, $52.34 , $37.04 , $12.88 , $16.26 , $13.97 , $24.99 , $14.10 , $22.10 , $40.00 ,43.16,1294.868164,,,,,,,,,,
2/14/2017, $52.25 , $37.17 , $13.00 , $16.18 , $13.99 , $25.05 , $14.03 , $21.99 , $40.13 ,43.25,1313.850952,,,,,,,,,,
2/15/2017, $52.37 , $37.44 , $13.09 , $16.23 , $14.08 , $25.14 , $13.99 , $21.99 , $40.53 ,43.540001,1316.574829,,,,,,,,,,
2/16/2017, $52.39 , $37.42 , $13.07 , $16.38 , $14.15 , $25.17 , $14.24 , $22.13 , $40.56 ,43.509998,1343.275024,,,,,,,,,,
2/17/2017, $52.19 , $37.45 , $13.04 , $16.47 , $14.17 , $25.15 , $13.99 , $22.15 , $40.66 ,43.619999,1370.221191,,,,,,,,,,
2/21/2017, $52.61 , $37.40 , $13.16 , $16.39 , $14.29 , $25.24 , $13.93 , $22.09 , $40.95 ,43.900002,1465.950439,,,,,,,,,,
2/22/2017, $52.72 , $37.42 , $12.80 , $16.34 , $14.31 , $25.14 , $13.72 , $22.08 , $40.90 ,43.970001,1470.88623,,,,,,,,,,
2/23/2017, $53.23 , $37.27 , $12.88 , $16.45 , $14.20 , $25.05 , $13.68 , $22.15 , $41.03 ,43.759998,1528.636475,,,,,,,,,,
2/24/2017, $52.39 , $36.79 , $12.49 , $16.38 , $14.02 , $24.68 , $13.53 , $22.02 , $41.05 ,43.720001,1536.112427,,,,,,,,,,
2/27/2017, $52.22 , $36.88 , $12.60 , $16.31 , $14.07 , $24.67 , $12.88 , $21.97 , $41.26 ,43.91,1556.026367,,,,,,,,,,
2/28/2017, $51.66 , $36.47 , $12.52 , $16.40 , $13.96 , $24.50 , $13.03 , $21.96 , $41.25 ,43.779999,1570.658081,,,,,,,,,,
3/1/2017, $52.19 , $36.94 , $12.70 , $16.42 , $14.17 , $24.80 , $13.16 , $22.01 , $41.69 ,44.32,1632.526489,,,,,,,,,,
3/2/2017, $52.57 , $36.98 , $12.72 , $16.31 , $14.22 , $24.70 , $12.59 , $22.12 , $41.64 ,44.040001,1674.852173,,,,,,,,,,
3/3/2017, $52.72 , $37.19 , $12.82 , $16.24 , $14.25 , $24.80 , $12.80 , $22.14 , $41.83 ,44.139999,1705.299072,,,,,,,,,,
3/6/2017, $52.72 , $37.39 , $12.92 , $16.26 , $14.26 , $24.84 , $12.47 , $22.17 , $41.75 ,44.099998,1705.592163,,,,,,,,,,
3/7/2017, $52.60 , $37.33 , $12.86 , $16.22 , $14.28 , $24.81 , $12.39 , $22.30 , $41.37 ,43.950001,1640.644897,,,,,,,,,,
3/8/2017, $52.91 , $37.28 , $12.36 , $16.12 , $14.24 , $24.64 , $12.43 , $22.26 , $41.51 ,44.080002,1551.119995,,,,,,,,,,
3/9/2017, $52.84 , $37.18 , $12.56 , $15.97 , $14.33 , $24.65 , $12.30 , $22.21 , $41.74 ,44.099998,1605.055786,,,,,,,,,,
3/10/2017, $53.08 , $36.76 , $12.53 , $16.02 , $14.37 , $24.64 , $12.59 , $22.30 , $41.90 ,44.25,1503.663452,,,,,,,,,,
3/13/2017, $53.28 , $36.92 , $12.55 , $15.98 , $14.49 , $24.71 , $12.71 , $22.36 , $41.83 ,44.330002,1656.686035,,,,,,,,,,
3/14/2017, $52.27 , $36.77 , $12.35 , $15.99 , $14.56 , $24.48 , $12.37 , $22.27 , $41.82 ,44.259998,1670.280029,,,,,,,,,,
3/15/2017, $52.67 , $36.57 , $12.73 , $16.20 , $14.62 , $24.69 , $13.10 , $22.49 , $42.11 ,44.529999,1661.356445,,,,,,,,,,
3/16/2017, $53.22 , $36.74 , $12.73 , $16.17 , $14.64 , $24.76 , $13.04 , $22.45 , $41.76 ,44.459999,1582.281738,,,,,,,,,,
3/17/2017, $53.06 , $36.52 , $12.65 , $16.23 , $14.59 , $24.66 , $12.92 , $22.48 , $41.66 ,44.509998,1468.587036,,,,,,,,,,
3/20/2017, $52.76 , $36.33 , $12.59 , $16.15 , $14.62 , $24.58 , $13.12 , $22.42 , $41.61 ,44.400002,1406.026489,,,,,,,,,,
3/21/2017, $52.90 , $35.88 , $12.40 , $16.18 , $14.46 , $24.38 , $13.38 , $22.53 , $41.18 ,43.939999,1496.817383,,,,,,,,,,
3/22/2017, $53.31 , $35.78 , $12.45 , $16.27 , $14.47 , $24.41 , $13.30 , $22.68 , $41.25 ,44.110001,1398.713501,,,,,,,,,,
3/23/2017, $53.64 , $36.16 , $12.51 , $16.34 , $14.54 , $24.56 , $13.22 , $22.86 , $41.34 ,43.990002,1386.206055,,,,,,,,,,
3/24/2017, $53.67 , $36.06 , $12.51 , $16.30 , $14.55 , $24.42 , $13.20 , $22.84 , $41.20 ,44.110001,1254.307983,,,,,,,,,,
3/27/2017, $54.05 , $36.13 , $12.50 , $16.26 , $14.54 , $24.52 , $13.45 , $22.99 , $41.35 ,44.110001,1399.867798,,,,,,,,,,
3/28/2017, $54.11 , $36.46 , $12.75 , $16.32 , $14.58 , $24.66 , $13.07 , $23.01 , $41.42 ,44.509998,1400.877319,,,,,,,,,,
3/29/2017, $53.93 , $36.52 , $13.03 , $16.41 , $14.52 , $24.77 , $13.14 , $23.06 , $41.53 ,44.650002,1386.280029,,,,,,,,,,
3/30/2017, $54.11 , $36.43 , $12.69 , $16.34 , $14.55 , $24.66 , $12.92 , $23.00 , $41.49 ,44.700001,1368.231201,,,,,,,,,,
3/31/2017, $54.03 , $36.30 , $12.71 , $16.39 , $14.65 , $24.63 , $12.98 , $23.01 , $41.37 ,44.73,1427.62439,,,,,,,,,,
4/3/2017, $53.80 , $36.35 , $12.68 , $16.37 , $14.67 , $24.68 , $13.28 , $22.90 , $41.35 ,44.68,1530.989746,,,,,,,,,,
4/4/2017, $53.90 , $36.44 , $12.87 , $16.56 , $14.74 , $24.80 , $13.44 , $22.96 , $41.42 ,44.709999,1518.555054,,,,,,,,,,
4/5/2017, $53.84 , $36.29 , $12.87 , $16.56 , $14.64 , $24.77 , $13.47 , $22.94 , $41.25 ,44.630001,1510.916992,,,,,,,,,,
4/6/2017, $53.71 , $36.46 , $12.93 , $16.58 , $14.70 , $24.86 , $13.44 , $23.01 , $41.24 ,44.549999,1587.03833,,,,,,,,,,
4/7/2017, $53.70 , $36.36 , $12.84 , $16.59 , $14.56 , $24.81 , $13.42 , $23.03 , $41.40 ,44.59,1577.516846,,,,,,,,,,
4/10/2017, $54.03 , $36.33 , $13.04 , $16.63 , $14.52 , $24.92 , $13.47 , $23.15 , $41.29 ,44.599998,1581.494629,,,,,,,,,,
4/11/2017, $54.08 , $36.14 , $12.99 , $16.66 , $14.47 , $24.90 , $13.82 , $23.16 , $41.25 ,44.279999,1605.675781,,,,,,,,,,
4/12/2017, $54.29 , $35.89 , $12.85 , $16.68 , $14.60 , $24.80 , $13.90 , $23.17 , $41.26 ,44.259998,1589.650024,,,,,,,,,,
4/13/2017, $54.30 , $35.53 , $12.65 , $16.66 , $14.54 , $24.61 , $13.86 , $23.08 , $41.18 ,44.07,1559.351807,,,,,,,,,,
4/17/2017, $54.90 , $36.01 , $12.81 , $16.71 , $14.64 , $24.84 , $13.78 , $23.18 , $41.27 ,44.349998,1590.526978,,,,,,,,,,
4/18/2017, $54.77 , $35.84 , $12.70 , $16.82 , $14.66 , $24.75 , $13.82 , $23.09 , $40.71 ,44.34,1621.335693,,,,,,,,,,
4/19/2017, $54.31 , $35.78 , $12.50 , $16.80 , $14.76 , $24.64 , $13.50 , $22.91 , $40.85 ,44.349998,1631.470947,,,,,,,,,,
4/20/2017, $54.69 , $35.98 , $12.42 , $16.82 , $14.82 , $24.75 , $13.56 , $22.95 , $41.10 ,44.799999,1656.185181,,,,,,,,,,
4/21/2017, $54.88 , $35.80 , $12.51 , $16.73 , $14.82 , $24.76 , $13.62 , $22.88 , $40.85 ,44.720001,1649.401001,,,,,,,,,,
4/24/2017, $54.89 , $36.34 , $12.51 , $16.66 , $15.01 , $24.93 , $13.30 , $22.94 , $41.36 ,45.290001,1693.578247,,,,,,,,,,
4/25/2017, $55.80 , $36.57 , $12.69 , $16.67 , $15.10 , $24.96 , $12.76 , $22.90 , $41.63 ,45.619999,1717.396484,,,,,,,,,,
4/26/2017, $56.17 , $36.10 , $12.56 , $16.47 , $15.10 , $24.82 , $12.85 , $22.85 , $41.72 ,45.57,1744.574707,,,,,,,,,,
4/27/2017, $56.39 , $35.54 , $12.38 , $16.54 , $14.98 , $24.61 , $12.64 , $22.82 , $42.00 ,45.790001,1795.275269,,,,,,,,,,
4/28/2017, $56.95 , $35.67 , $12.47 , $16.55 , $15.20 , $24.73 , $12.96 , $22.91 , $41.91 ,45.919998,1797.521729,,,,,,,,,,
5/1/2017, $56.76 , $35.65 , $12.44 , $16.59 , $15.33 , $24.71 , $12.64 , $22.92 , $42.05 ,46.32,1943.895752,,,,,,,,,,
5/2/2017, $57.32 , $35.56 , $12.38 , $16.61 , $15.50 , $24.76 , $12.72 , $23.19 , $42.22 ,46.34,1991.089722,,,,,,,,,,
5/3/2017, $56.82 , $35.54 , $12.37 , $16.44 , $15.35 , $24.67 , $12.69 , $22.99 , $42.17 ,46.189999,2045.446533,,,,,,,,,,
5/4/2017, $56.96 , $35.40 , $12.01 , $16.33 , $15.47 , $24.44 , $12.43 , $22.88 , $42.37 ,46.23,2114.296387,,,,,,,,,,
5/5/2017, $57.61 , $35.69 , $12.36 , $16.48 , $15.54 , $24.72 , $12.61 , $23.05 , $42.35 ,46.400002,2123.189209,,,,,,,,,,
5/8/2017, $57.45 , $35.77 , $12.55 , $16.60 , $15.58 , $24.82 , $12.70 , $23.14 , $42.21 ,46.5,2359.438477,,,,,,,,,,
5/9/2017, $57.21 , $35.46 , $12.42 , $16.56 , $15.34 , $24.70 , $12.69 , $22.98 , $42.40 ,46.650002,2406.072021,,,,,,,,,,
5/10/2017, $57.20 , $35.51 , $12.67 , $16.52 , $15.43 , $24.79 , $12.83 , $23.05 , $42.36 ,46.700001,2450.333984,,,,,,,,,,
5/11/2017, $56.61 , $35.23 , $12.56 , $16.39 , $15.38 , $24.67 , $13.19 , $22.93 , $42.31 ,46.66,2532.725586,,,,,,,,,,
5/12/2017, $56.78 , $35.06 , $12.55 , $16.37 , $15.27 , $24.66 , $13.37 , $23.05 , $42.52 ,46.709999,2363.933105,,,,,,,,,,
5/15/2017, $57.07 , $35.32 , $12.69 , $16.46 , $15.39 , $24.81 , $13.35 , $23.08 , $42.64 ,46.869999,2369.306396,,,,,,,,,,
5/16/2017, $56.94 , $35.10 , $12.52 , $16.47 , $15.50 , $24.69 , $13.36 , $23.05 , $42.60 ,47.07,2360.93335,,,,,,,,,,
5/17/2017, $55.92 , $34.43 , $12.26 , $16.34 , $15.05 , $24.26 , $13.56 , $22.99 , $42.09 ,45.950001,2501.162354,,,,,,,,,,
5/18/2017, $55.90 , $34.59 , $12.26 , $16.31 , $15.23 , $24.27 , $13.22 , $22.90 , $42.23 ,46.290001,2568.94165,,,,,,,,,,
5/19/2017, $56.35 , $34.89 , $12.57 , $16.41 , $15.25 , $24.53 , $13.25 , $23.04 , $42.21 ,46.5,2685.992432,,,,,,,,,,
5/23/2017, $56.25 , $35.14 , $12.48 , $16.36 , $15.51 , $24.59 , $13.00 , $23.21 , $42.43 ,46.91,3137.671875,,,,,,,,,,
5/24/2017, $56.17 , $34.77 , $12.35 , $16.32 , $15.42 , $24.48 , $13.11 , $23.19 , $42.42 ,47.110001,3277.409912,,,,,,,,,,
5/25/2017, $56.17 , $34.90 , $12.05 , $16.33 , $15.66 , $24.49 , $13.03 , $23.25 , $42.66 ,47.599998,3107.804443,,,,,,,,,,
5/26/2017, $55.97 , $34.95 , $12.09 , $16.31 , $15.56 , $24.48 , $13.11 , $23.26 , $42.56 ,47.580002,2962.254883,,,,,,,,,,
5/29/2017, $56.19 , $35.02 , $12.08 , $16.30 , $15.56 , $24.50 , $13.05 , $23.23 , $42.53 ,47.650002,3038.983398,,,,,,,,,,
5/30/2017, $56.33 , $34.92 , $11.89 , $16.36 , $15.55 , $24.43 , $12.96 , $23.17 , $42.49 ,47.669998,2929.922852,,,,,,,,,,
5/31/2017, $56.60 , $34.83 , $11.77 , $16.38 , $15.61 , $24.40 , $13.06 , $23.35 , $42.65 ,47.619999,3083.909668,,,,,,,,,,
6/1/2017, $56.87 , $35.09 , $11.91 , $16.51 , $15.99 , $24.60 , $13.03 , $23.50 , $43.11 ,47.82,3254.490479,,,,,,,,,,
6/2/2017, $57.59 , $35.05 , $11.72 , $16.59 , $15.95 , $24.55 , $13.04 , $23.62 , $43.29 ,48.349998,3355.560791,,,,,,,,,,
6/5/2017, $57.38 , $34.98 , $11.73 , $16.52 , $15.93 , $24.51 , $13.01 , $23.59 , $43.19 ,48.360001,3620.476563,,,,,,,,,,
6/6/2017, $57.12 , $34.79 , $11.89 , $16.48 , $15.80 , $24.59 , $13.68 , $23.67 , $42.93 ,48.18,3849.858643,,,,,,,,,,
6/7/2017, $56.86 , $34.92 , $11.50 , $16.50 , $15.79 , $24.46 , $13.64 , $23.48 , $42.82 ,48.360001,3691.421143,,,,,,,,,,
6/8/2017, $56.78 , $35.23 , $11.46 , $16.53 , $15.88 , $24.52 , $13.40 , $23.48 , $42.77 ,48.400002,3793.759521,,,,,,,,,,
6/9/2017, $56.16 , $35.63 , $11.68 , $16.55 , $15.69 , $24.60 , $13.11 , $23.48 , $43.00 ,47.18,3803.107422,,,,,,,,,,
6/12/2017, $55.99 , $35.37 , $11.68 , $16.54 , $15.37 , $24.47 , $12.96 , $23.26 , $42.87 ,46.860001,3539.701416,,,,,,,,,,
6/13/2017, $55.93 , $35.32 , $11.73 , $16.52 , $15.40 , $24.47 , $12.97 , $23.33 , $43.10 ,47.299999,3597.606201,,,,,,,,,,
6/14/2017, $55.43 , $35.15 , $11.29 , $16.43 , $15.30 , $24.15 , $12.53 , $23.36 , $43.30 ,46.889999,3318.935303,,,,,,,,,,
6/15/2017, $55.58 , $35.26 , $11.11 , $16.40 , $15.36 , $24.15 , $12.47 , $23.44 , $43.17 ,46.91,3266.800781,,,,,,,,,,
6/16/2017, $54.79 , $35.38 , $11.20 , $16.39 , $15.23 , $24.21 , $12.38 , $23.58 , $43.26 ,46.66,3326.765869,,,,,,,,,,
6/19/2017, $54.92 , $35.61 , $11.15 , $16.39 , $15.57 , $24.31 , $12.34 , $23.58 , $43.75 ,47.48,3424.487061,,,,,,,,,,
6/20/2017, $54.98 , $35.41 , $10.89 , $16.38 , $15.46 , $24.12 , $12.33 , $23.57 , $43.82 ,47.259998,3612.087646,,,,,,,,,,
6/21/2017, $55.00 , $35.24 , $10.84 , $16.34 , $15.59 , $24.12 , $12.58 , $23.57 , $44.18 ,47.529999,3583.763672,,,,,,,,,,
6/22/2017, $54.82 , $35.50 , $10.86 , $16.36 , $15.72 , $24.24 , $12.67 , $23.70 , $44.70 ,47.529999,3579.527832,,,,,,,,,,
6/23/2017, $54.58 , $35.48 , $10.94 , $16.37 , $15.61 , $24.21 , $12.93 , $23.72 , $44.24 ,47.5,3642.220947,,,,,,,,,,
6/26/2017, $55.13 , $35.43 , $10.89 , $16.36 , $15.59 , $24.21 , $12.80 , $23.77 , $44.36 ,47.32,3285.43335,,,,,,,,,,
6/27/2017, $55.48 , $35.49 , $10.96 , $16.28 , $15.23 , $24.16 , $12.55 , $23.67 , $43.90 ,46.509998,3365.149902,,,,,,,,,,
6/28/2017, $55.34 , $35.82 , $11.05 , $16.36 , $15.20 , $24.29 , $12.46 , $23.63 , $44.00 ,47.110001,3357.01123,,,,,,,,,,
6/29/2017, $54.61 , $35.75 , $10.99 , $16.18 , $14.94 , $24.08 , $12.14 , $23.40 , $43.38 ,46.369999,3299.084717,,,,,,,,,,
6/30/2017, $54.65 , $35.63 , $10.94 , $16.15 , $14.97 , $24.02 , $12.16 , $23.32 , $43.45 ,46.450001,3216.161133,,,,,,,,,,
7/4/2017, $54.41 , $35.60 , $10.95 , $16.08 , $14.75 , $23.96 , $11.90 , $23.27 , $43.49 ,45.889999,3364.700928,,,,,,,,,,
7/5/2017, $54.18 , $35.89 , $10.71 , $16.11 , $14.82 , $24.00 , $12.06 , $23.23 , $43.56 ,46.310001,3371.918945,,,,,,,,,,
7/6/2017, $53.43 , $35.80 , $10.63 , $16.02 , $14.68 , $23.88 , $11.88 , $22.98 , $42.93 ,45.849998,3385.650146,,,,,,,,,,
7/7/2017, $53.42 , $35.81 , $10.47 , $16.01 , $14.80 , $23.78 , $11.62 , $22.89 , $43.19 ,46.240002,3242.522705,,,,,,,,,,
7/10/2017, $53.51 , $35.86 , $10.57 , $15.97 , $14.90 , $23.93 , $11.88 , $22.92 , $43.16 ,46.759998,3059.41626,,,,,,,,,,
7/11/2017, $53.52 , $35.88 , $10.71 , $15.91 , $14.93 , $23.97 , $11.97 , $22.79 , $43.05 ,46.849998,3018.320801,,,,,,,,,,
7/12/2017, $54.24 , $35.91 , $10.75 , $16.04 , $15.06 , $23.99 , $11.82 , $22.86 , $43.42 ,47.349998,3058.28125,,,,,,,,,,
7/13/2017, $54.24 , $35.95 , $10.76 , $15.99 , $15.04 , $23.96 , $11.65 , $22.80 , $43.43 ,47.459999,3000.89917,,,,,,,,,,
7/14/2017, $54.24 , $35.97 , $10.79 , $16.07 , $14.99 , $24.04 , $11.76 , $22.89 , $43.65 ,47.84,2824.058594,,,,,,,,,,
7/17/2017, $53.99 , $35.84 , $10.77 , $16.06 , $14.89 , $24.02 , $11.91 , $22.85 , $43.44 ,47.82,2828.743652,,,,,,,,,,
7/18/2017, $53.82 , $35.78 , $10.82 , $15.98 , $14.87 , $24.00 , $11.92 , $22.84 , $43.40 ,48.09,2929.440918,,,,,,,,,,
7/19/2017, $54.24 , $35.94 , $11.14 , $16.06 , $14.95 , $24.14 , $11.93 , $22.98 , $43.63 ,48.389999,2864.294434,,,,,,,,,,
7/20/2017, $54.31 , $36.01 , $11.05 , $16.10 , $14.91 , $24.18 , $12.03 , $23.05 , $43.88 ,48.459999,3549.330811,,,,,,,,,,
7/21/2017, $53.99 , $35.82 , $10.90 , $16.05 , $14.81 , $24.04 , $12.02 , $23.05 , $43.71 ,48.400002,3344.570801,,,,,,,,,,
7/24/2017, $53.84 , $35.74 , $10.88 , $15.94 , $14.98 , $23.99 , $11.75 , $22.95 , $43.69 ,48.610001,3444.126221,,,,,,,,,,
7/25/2017, $54.25 , $35.81 , $11.18 , $15.94 , $15.02 , $24.10 , $11.84 , $22.79 , $43.54 ,48.5,3222.661133,,,,,,,,,,
7/26/2017, $53.65 , $35.58 , $11.22 , $15.90 , $15.15 , $24.06 , $12.10 , $22.85 , $43.38 ,48.619999,3148.912354,,,,,,,,,,
7/27/2017, $53.70 , $35.56 , $11.44 , $15.88 , $14.94 , $24.08 , $12.05 , $22.81 , $43.01 ,48.290001,3350.14502,,,,,,,,,,
7/28/2017, $53.10 , $35.48 , $11.37 , $15.85 , $14.88 , $23.97 , $12.14 , $22.86 , $43.18 ,48.330002,3492.161133,,,,,,,,,,
7/31/2017, $52.99 , $35.60 , $11.30 , $15.86 , $14.79 , $24.03 , $12.12 , $22.83 , $43.21 ,48.099998,3596.187744,,,,,,,,,,
8/1/2017, $53.12 , $35.72 , $11.21 , $15.91 , $15.19 , $24.12 , $12.19 , $22.86 , $43.17 ,48.169998,3410.872559,,,,,,,,,,
8/2/2017, $53.52 , $35.90 , $11.28 , $15.88 , $15.05 , $24.21 , $12.18 , $23.00 , $43.08 ,48.360001,3407.041016,,,,,,,,,,
8/3/2017, $53.28 , $35.75 , $11.15 , $15.87 , $14.97 , $24.09 , $12.18 , $22.93 , $43.07 ,48.259998,3525.265137,,,,,,,,,,
8/4/2017, $53.39 , $35.87 , $11.36 , $15.85 , $15.13 , $24.20 , $12.02 , $22.98 , $43.04 ,48.25,3661.563232,,,,,,,,,,
8/8/2017, $53.40 , $35.95 , $11.32 , $15.87 , $14.91 , $24.17 , $11.98 , $22.99 , $42.85 ,48.639999,4333.748047,,,,,,,,,,
8/9/2017, $53.26 , $35.85 , $11.28 , $15.78 , $14.68 , $24.13 , $12.19 , $22.97 , $42.85 ,48.32,4243.265625,,,,,,,,,,
8/10/2017, $53.10 , $35.33 , $11.13 , $15.73 , $14.42 , $23.90 , $12.46 , $22.94 , $42.32 ,47.400002,4305.383789,,,,,,,,,,
8/11/2017, $53.53 , $35.20 , $11.11 , $15.77 , $14.49 , $23.85 , $12.45 , $22.90 , $42.50 ,47.66,4626.065918,,,,,,,,,,
8/14/2017, $54.13 , $35.54 , $10.96 , $15.90 , $14.70 , $23.98 , $12.35 , $23.02 , $42.79 ,48.32,5505.458008,,,,,,,,,,
8/15/2017, $54.21 , $35.56 , $10.94 , $15.99 , $14.71 , $23.97 , $12.27 , $23.13 , $42.90 ,48.43,5331.542969,,,,,,,,,,
8/16/2017, $54.11 , $35.49 , $10.81 , $16.06 , $14.72 , $23.94 , $12.40 , $23.18 , $42.94 ,48.439999,5525.057617,,,,,,,,,,
8/17/2017, $54.05 , $35.37 , $10.76 , $16.02 , $14.68 , $23.86 , $12.47 , $23.14 , $42.53 ,47.5,5493.016113,,,,,,,,,,
8/18/2017, $53.67 , $35.21 , $10.76 , $16.00 , $14.54 , $23.74 , $12.29 , $23.05 , $42.40 ,47.5,5232.812012,,,,,,,,,,
8/21/2017, $53.89 , $35.29 , $10.59 , $16.02 , $14.58 , $23.74 , $12.43 , $23.05 , $42.32 ,47.310001,5026.585449,,,,,,,,,,
8/22/2017, $53.99 , $35.30 , $10.64 , $15.99 , $14.68 , $23.80 , $12.34 , $23.05 , $42.91 ,48.060001,5151.073242,,,,,,,,,,
8/23/2017, $53.87 , $35.49 , $10.77 , $15.99 , $14.78 , $23.92 , $12.39 , $23.23 , $42.97 ,47.990002,5206.006348,,,,,,,,,,
8/24/2017, $53.44 , $35.48 , $10.74 , $15.86 , $14.79 , $23.95 , $12.42 , $23.17 , $42.73 ,47.849998,5423.118164,,,,,,,,,,
8/25/2017, $53.24 , $35.50 , $10.73 , $15.92 , $14.65 , $23.91 , $12.41 , $23.20 , $42.75 ,47.73,5453.133789,,,,,,,,,,
8/28/2017, $53.09 , $35.38 , $10.61 , $15.88 , $14.66 , $23.90 , $12.86 , $23.15 , $42.87 ,47.740002,5483.584473,,,,,,,,,,
8/29/2017, $53.16 , $35.30 , $10.71 , $15.86 , $14.70 , $23.95 , $13.00 , $23.11 , $42.83 ,47.990002,5729.27002,,,,,,,,,,
8/30/2017, $53.37 , $35.40 , $10.70 , $16.02 , $14.87 , $24.05 , $12.99 , $23.18 , $43.18 ,48.580002,5765.51709,,,,,,,,,,
8/31/2017, $53.19 , $35.57 , $10.86 , $16.02 , $15.04 , $24.16 , $13.10 , $23.21 , $43.76 ,49.060001,5865.127441,,,,,,,,,,
9/1/2017, $52.66 , $35.56 , $10.93 , $16.01 , $14.98 , $24.14 , $13.03 , $23.16 , $43.82 ,49.060001,6061.200195,,,,,,,,,,
9/5/2017, $52.24 , $35.12 , $10.97 , $15.91 , $14.85 , $23.96 , $13.28 , $23.14 , $43.49 ,48.490002,5413.32959,,,,,,,,,,
9/6/2017, $52.59 , $35.05 , $11.08 , $15.85 , $14.73 , $23.94 , $12.96 , $23.06 , $43.76 ,48.790001,5624.57666,,,,,,,,,,
9/7/2017, $52.58 , $34.83 , $11.02 , $15.92 , $14.83 , $23.89 , $13.12 , $23.15 , $44.10 ,48.779999,5569.534668,,,,,,,,,,
9/8/2017, $52.31 , $34.87 , $10.86 , $15.94 , $14.76 , $23.83 , $13.03 , $23.18 , $44.27 ,48.400002,5139.622559,,,,,,,,,,
9/11/2017, $52.46 , $35.10 , $10.94 , $15.92 , $14.94 , $23.91 , $12.64 , $23.11 , $44.51 ,48.91,5038.46582,,,,,,,,,,
9/12/2017, $52.51 , $35.33 , $11.09 , $15.86 , $15.08 , $24.07 , $12.77 , $22.93 , $44.67 ,48.959999,5028.848145,,,,,,,,,,
9/13/2017, $52.48 , $35.41 , $11.37 , $15.81 , $15.05 , $24.06 , $12.56 , $22.73 , $44.55 ,49.099998,4724.335449,,,,,,,,,,
9/14/2017, $53.08 , $35.47 , $11.51 , $15.78 , $15.10 , $24.15 , $12.63 , $22.77 , $44.64 ,48.860001,3837.365723,,,,,,,,,,
9/15/2017, $53.35 , $35.44 , $11.47 , $15.86 , $15.05 , $24.13 , $12.54 , $22.46 , $44.40 ,48.959999,4433.04541,,,,,,,,,,
9/18/2017, $53.33 , $35.55 , $11.56 , $15.83 , $15.12 , $24.25 , $12.41 , $22.49 , $44.51 ,48.919998,4992.06543,,,,,,,,,,
9/19/2017, $53.46 , $35.76 , $11.58 , $15.89 , $15.21 , $24.34 , $12.41 , $22.61 , $44.22 ,49.02,4825.35791,,,,,,,,,,
9/20/2017, $53.53 , $35.96 , $11.87 , $15.84 , $15.16 , $24.48 , $12.29 , $22.59 , $44.19 ,48.810001,4820.723633,,,,,,,,,,
9/21/2017, $53.43 , $36.23 , $12.02 , $15.91 , $15.16 , $24.59 , $12.20 , $22.53 , $44.21 ,48.689999,4473.441406,,,,,,,,,,
9/22/2017, $53.27 , $36.33 , $12.01 , $15.88 , $15.05 , $24.60 , $12.32 , $22.46 , $44.21 ,48.529999,4477.742188,,,,,,,,,,
9/25/2017, $53.02 , $36.31 , $12.13 , $15.90 , $14.92 , $24.50 , $12.58 , $22.52 , $44.16 ,47.970001,4854.585449,,,,,,,,,,
